City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,ust-nera,64.5667,143.2,295.66,36,100,2.91,RU,Mon Jul 29 00:22:04 2024
271,lerwick,60.1545,-1.1494,287.15,86,100,7.08,GB,Mon Jul 29 00:22:05 2024
272,maua,-23.6678,-46.4614,292.79,62,0,2.07,BR,Mon Jul 29 00:22:06 2024
273,rodolfo sanchez taboada,31.7167,-116.5667,292.65,70,9,1.34,MX,Mon Jul 29 00:22:07 2024
274,brookings,44.3114,-96.7984,296.15,93,75,2.06,US,Mon Jul 29 00:22:08 2024
275,planaltina,-15.4528,-47.6142,290.97,52,0,1.78,BR,Mon Jul 29 00:19:56 2024
276,salta,-24.7859,-65.4117,286.48,68,100,4.12,AR,Mon Jul 29 00:22:10 2024
277,kokpekty,48.75,82.4,302.09,27,27,3.14,KZ,Mon Jul 29 00:22:11 2024
278,ilhabela,-23.7781,-45.3581,294.2,64,29,0.81,BR,Mon Jul 29 00:22:12 2024
279,roi et,15.75,103.75,301.18,91,100,5.94,TH,Mon Jul 29 00:22:13 2024
280,tromso,69.6496,18.957,284.16,93,75,0.51,NO,Mon Jul 29 00:22:15 2024
281,devoto,-31.4043,-62.3063,280.64,46,19,3.77,AR,Mon Jul 29 00:21:20 2024
282,bechar,31.6167,-2.2167,306.33,11,11,6.17,DZ,Mon Jul 29 00:22:17 2024
283,zakamensk,50.3741,103.2863,300.45,40,71,1.02,RU,Mon Jul 29 00:22:18 2024
284,an nuhud,12.7,28.4333,298.21,73,72,5.56,SD,Mon Jul 29 00:22:19 2024
285,sangkhla buri,15.1555,98.4536,296.61,99,100,0.37,TH,Mon Jul 29 00:22:20 2024
286,kijang,35.2442,129.2139,305.0,60,1,6.02,KR,Mon Jul 29 00:22:21 2024
287,patong,7.8961,98.2966,303.16,88,100,3.47,TH,Mon Jul 29 00:22:22 2024
288,ilulissat,69.2167,-51.1,280.16,76,100,6.17,GL,Mon Jul 29 00:22:23 2024
289,capitao poco,-1.7464,-47.0594,295.31,93,3,2.32,BR,Mon Jul 29 00:22:24 2024
290,usinsk,65.9939,57.5281,290.52,81,100,4.12,RU,Mon Jul 29 00:22:25 2024
291,felipe carrillo puerto,19.5833,-88.05,297.51,99,100,0.95,MX,Mon Jul 29 00:14:00 2024
292,tarhuna,32.435,13.6332,293.51,81,0,1.78,LY,Mon Jul 29 00:22:28 2024
293,angra do heroismo,38.65,-27.2167,297.66,98,75,0.89,PT,Mon Jul 29 00:22:29 2024
294,mersing,2.4312,103.8405,304.1,74,40,6.17,MY,Mon Jul 29 00:22:30 2024
295,progreso,21.2833,-89.6667,301.54,87,66,4.42,MX,Mon Jul 29 00:22:31 2024
296,mont-dore,-22.2833,166.5833,299.14,99,62,2.17,NC,Mon Jul 29 00:22:32 2024
297,svoge,42.9667,23.35,295.29,51,0,1.15,BG,Mon Jul 29 00:22:33 2024
298,wynyard,-41.0,145.7167,281.46,58,8,1.66,AU,Mon Jul 29 00:22:34 2024
299,balakhta,55.38,91.6,298.3,73,100,1.43,RU,Mon Jul 29 00:22:35 2024
300,neryungri,56.6709,124.6491,301.36,46,56,0.51,RU,Mon Jul 29 00:22:36 2024
301,arno,60.1167,18.6333,289.7,74,100,9.22,SE,Mon Jul 29 00:22:37 2024
302,saqqez,36.2499,46.2735,292.98,64,1,1.89,IR,Mon Jul 29 00:22:38 2024
303,fayroz koh,34.5195,65.2509,295.48,25,0,1.96,AF,Mon Jul 29 00:22:39 2024
304,corry,41.9203,-79.6403,293.6,86,0,1.28,US,Mon Jul 29 00:22:34 2024
305,ouadda,8.0777,22.4007,293.46,98,100,1.65,CF,Mon Jul 29 00:22:42 2024
306,miles city,46.4083,-105.8406,295.69,43,0,3.09,US,Mon Jul 29 00:22:43 2024
307,choibalsan,48.0667,114.5,301.72,47,15,4.25,MN,Mon Jul 29 00:22:44 2024
308,katabu,-4.9333,122.5167,302.1,71,54,3.86,ID,Mon Jul 29 00:22:45 2024
309,island harbour,50.724,-1.2758,289.38,70,2,2.24,GB,Mon Jul 29 00:22:46 2024
310,santa ana,33.7456,-117.8678,297.18,62,0,3.09,US,Mon Jul 29 00:22:47 2024
311,new mirpur,33.1418,73.7674,299.89,90,100,0.71,PK,Mon Jul 29 00:22:48 2024
312,nongpoh,25.9,91.8833,301.36,81,98,1.29,IN,Mon Jul 29 00:22:49 2024
313,podporozh'ye,60.9112,34.1706,290.74,86,18,2.17,RU,Mon Jul 29 00:22:50 2024
314,vredendal,-31.6683,18.5012,281.29,82,46,0.5,ZA,Mon Jul 29 00:22:51 2024
315,bubaque,11.2833,-15.8333,299.59,83,100,3.0,GW,Mon Jul 29 00:22:53 2024
316,guardo,42.7897,-4.8482,293.47,47,97,2.1,ES,Mon Jul 29 00:22:54 2024
317,port saint john's,-31.6229,29.5448,287.49,36,0,8.23,ZA,Mon Jul 29 00:22:55 2024
318,gore,-46.1028,168.9436,280.56,97,100,5.12,NZ,Mon Jul 29 00:22:56 2024
319,yerofey pavlovich,53.9667,121.9667,306.02,27,86,2.24,RU,Mon Jul 29 00:22:57 2024
320,magadan,59.5667,150.8,288.58,64,3,3.93,RU,Mon Jul 29 00:22:58 2024
321,abalak,58.1286,68.5944,289.37,70,60,2.81,RU,Mon Jul 29 00:22:59 2024
322,adh dhibiyah,24.5014,45.9686,304.97,16,100,4.55,SA,Mon Jul 29 00:23:00 2024
323,elizabeth city,36.2946,-76.2511,294.83,89,0,1.54,US,Mon Jul 29 00:23:01 2024
324,sawakin,19.1059,37.3321,306.58,44,97,11.29,SD,Mon Jul 29 00:23:02 2024
325,chopinzinho,-25.8558,-52.5233,288.35,92,75,3.42,BR,Mon Jul 29 00:23:03 2024
326,lethem,3.3803,-59.7968,297.42,89,75,2.43,GY,Mon Jul 29 00:23:05 2024
327,bashmakovo,53.2133,43.0342,293.64,68,100,3.43,RU,Mon Jul 29 00:23:07 2024
328,kerikeri,-35.2268,173.9474,288.66,91,100,4.47,NZ,Mon Jul 29 00:23:08 2024
329,gadzhiyevo,69.2551,33.3362,283.62,83,97,4.89,RU,Mon Jul 29 00:23:09 2024
330,urzhar,47.093,81.6294,305.6,29,6,2.96,KZ,Mon Jul 29 00:23:10 2024
331,alice,27.7523,-98.0697,301.0,94,0,4.63,US,Mon Jul 29 00:23:11 2024
332,port moresby,-9.4431,147.1797,302.83,62,20,7.72,PG,Mon Jul 29 00:22:02 2024
333,mukalla,14.5425,49.1242,305.33,53,100,2.52,YE,Mon Jul 29 00:23:13 2024
334,west end,26.6833,-78.9667,301.14,69,82,2.13,BS,Mon Jul 29 00:23:14 2024
335,veraval,20.9,70.3667,299.63,93,100,6.31,IN,Mon Jul 29 00:23:15 2024
336,slave lake,55.2834,-114.769,294.14,68,75,2.57,CA,Mon Jul 29 00:23:16 2024
337,pathein,16.7833,94.7333,299.38,90,100,1.75,MM,Mon Jul 29 00:23:18 2024
338,hamilton,39.1834,-84.5333,297.07,93,75,3.6,US,Mon Jul 29 00:23:19 2024
339,sao jose da coroa grande,-8.8978,-35.1478,297.12,87,0,3.83,BR,Mon Jul 29 00:23:21 2024
340,guarapari,-20.6667,-40.4975,296.42,86,0,4.93,BR,Mon Jul 29 00:23:22 2024
341,ikwiriri,-7.9562,38.9716,292.81,96,40,0.89,TZ,Mon Jul 29 00:23:23 2024
342,las tablas,7.7667,-80.2833,299.36,99,97,1.71,PA,Mon Jul 29 00:23:24 2024
343,tuy hoa,13.0833,109.3,308.14,44,100,5.29,VN,Mon Jul 29 00:23:25 2024
344,mirny,62.5353,113.9611,297.01,52,6,4.64,RU,Mon Jul 29 00:23:26 2024
345,mantua,45.1667,10.7833,297.73,90,99,0.89,IT,Mon Jul 29 00:23:27 2024
346,tarawa,1.419,172.984,304.2,66,20,2.57,KI,Mon Jul 29 00:23:28 2024
347,tazovsky,67.4667,78.7,292.23,58,3,5.58,RU,Mon Jul 29 00:23:29 2024
348,mulayjah,27.271,48.4242,309.3,13,100,8.18,SA,Mon Jul 29 00:23:31 2024
349,villa bruzual,9.3328,-69.1208,295.29,97,88,1.02,VE,Mon Jul 29 00:23:32 2024
350,chibougamau,49.9168,-74.3659,292.94,64,0,3.6,CA,Mon Jul 29 00:23:33 2024
351,zholymbet,51.7433,71.7122,295.16,44,18,5.55,KZ,Mon Jul 29 00:23:34 2024
352,tchintabaraden,15.8969,5.7985,300.93,64,34,6.56,NE,Mon Jul 29 00:23:35 2024
353,mil'kovo,55.6078,37.7956,291.28,69,91,3.59,RU,Mon Jul 29 00:23:36 2024
354,basco,20.4487,121.9702,302.0,73,54,3.4,PH,Mon Jul 29 00:23:37 2024
355,arkhangel'sk,64.5401,40.5433,286.21,100,75,4.0,RU,Mon Jul 29 00:23:38 2024
356,iringa,-7.7667,35.7,283.06,63,3,2.29,TZ,Mon Jul 29 00:23:39 2024
357,suhbaatar,50.2314,106.2078,299.82,56,82,2.39,MN,Mon Jul 29 00:23:40 2024
358,nagqu,31.5,92.0,285.55,37,0,3.0,CN,Mon Jul 29 00:23:41 2024
359,niafunke,15.9322,-3.9906,300.11,65,92,7.59,ML,Mon Jul 29 00:23:43 2024
360,mundybash,53.211,87.2983,295.33,84,100,2.16,RU,Mon Jul 29 00:23:44 2024
361,songjiang,31.036,121.2146,308.13,61,0,6.37,CN,Mon Jul 29 00:23:45 2024
362,lhasa,29.65,91.1,292.9,34,1,2.69,CN,Mon Jul 29 00:23:46 2024
363,san isidro de curuguaty,-24.5167,-55.7,294.07,70,100,2.46,PY,Mon Jul 29 00:23:47 2024
364,weno,7.4515,151.8468,301.99,75,73,3.19,FM,Mon Jul 29 00:23:48 2024
365,thap than,15.4606,99.8917,306.4,67,100,1.66,TH,Mon Jul 29 00:23:49 2024
366,colonia menno,-22.3667,-59.8167,294.87,73,63,6.08,PY,Mon Jul 29 00:23:50 2024
367,fale old settlement,-9.3852,-171.2468,300.37,77,98,8.08,TK,Mon Jul 29 00:23:52 2024
368,la asuncion,11.0333,-63.8628,294.0,100,2,5.66,VE,Mon Jul 29 00:19:13 2024
369,aykhal,66.0,111.5,288.28,69,98,7.51,RU,Mon Jul 29 00:23:55 2024
370,floro,61.5996,5.0328,287.13,77,100,4.12,NO,Mon Jul 29 00:23:56 2024
371,hede,33.7681,120.2517,306.48,63,0,5.03,CN,Mon Jul 29 00:23:57 2024
372,sarikei,2.1167,111.5167,308.59,45,11,1.24,MY,Mon Jul 29 00:23:58 2024
373,haiku-pauwela,20.9219,-156.3051,299.94,68,20,10.8,US,Mon Jul 29 00:23:59 2024
374,serhiyivka,46.0272,30.3768,296.58,54,0,4.59,UA,Mon Jul 29 00:24:00 2024
375,samfya,-11.3649,29.5565,285.3,34,0,2.14,ZM,Mon Jul 29 00:24:01 2024
376,tanumah,27.1,44.1333,303.72,18,100,7.1,SA,Mon Jul 29 00:24:02 2024
377,rizhao,35.4275,119.4553,304.16,76,54,3.27,CN,Mon Jul 29 00:24:03 2024
378,alofi,-19.0595,-169.9187,295.09,60,75,7.72,NU,Mon Jul 29 00:24:04 2024
379,caleta de carquin,-11.0925,-77.6267,289.64,85,4,4.03,PE,Mon Jul 29 00:24:05 2024
380,macheng,31.1783,115.0319,306.02,62,0,7.02,CN,Mon Jul 29 00:24:06 2024
381,kapit,2.0167,112.9333,308.08,47,14,0.2,MY,Mon Jul 29 00:24:08 2024
382,san pedro pochutla,15.7333,-96.4667,299.1,93,100,1.85,MX,Mon Jul 29 00:24:09 2024
383,qarauyl,48.9451,79.255,297.62,42,46,1.42,KZ,Mon Jul 29 00:24:10 2024
384,lorengau,-2.0226,147.2712,302.06,71,51,3.97,PG,Mon Jul 29 00:24:11 2024
385,lancut,50.0687,22.2291,285.96,88,0,4.63,PL,Mon Jul 29 00:24:12 2024
386,saint-pierre,-21.3393,55.4781,295.69,56,0,3.6,RE,Mon Jul 29 00:24:13 2024
387,hargeysa,9.56,44.065,295.11,67,94,9.3,SO,Mon Jul 29 00:24:14 2024
388,college,64.8569,-147.8028,291.14,70,75,3.09,US,Mon Jul 29 00:24:15 2024
389,peace river,56.2501,-117.286,292.32,82,75,2.06,CA,Mon Jul 29 00:24:16 2024
390,razole,16.4833,81.8333,303.71,66,93,4.09,IN,Mon Jul 29 00:24:17 2024
391,sao bento do sul,-26.2503,-49.3786,287.73,95,100,0.71,BR,Mon Jul 29 00:24:18 2024
392,cannonvale,-20.2833,148.7,293.48,43,5,7.91,AU,Mon Jul 29 00:24:19 2024
393,oneida,43.2001,-75.4663,292.56,85,0,0.0,US,Mon Jul 29 00:24:20 2024
394,mount gambier,-37.8333,140.7667,286.03,52,54,2.37,AU,Mon Jul 29 00:24:22 2024
395,neiafu,-18.65,-173.9833,296.53,60,20,7.2,TO,Mon Jul 29 00:24:23 2024
396,palmerston north,-40.35,175.6167,286.9,77,100,3.64,NZ,Mon Jul 29 00:24:24 2024
397,al hufuf,25.3646,49.5653,308.34,15,0,6.17,SA,Mon Jul 29 00:24:25 2024
398,kushiro,42.975,144.3747,292.68,100,75,1.54,JP,Mon Jul 29 00:24:26 2024
399,nishifukuma,33.7667,130.4667,308.89,76,1,6.64,JP,Mon Jul 29 00:24:27 2024
400,cruz del eje,-30.7264,-64.8039,284.87,39,100,6.84,AR,Mon Jul 29 00:24:29 2024
401,jayapura,-2.5333,140.7,305.81,68,28,2.71,ID,Mon Jul 29 00:24:30 2024
402,talara,-4.5772,-81.2719,290.57,89,21,5.04,PE,Mon Jul 29 00:24:31 2024
403,ohara,35.25,140.3833,301.55,78,100,2.89,JP,Mon Jul 29 00:24:34 2024
404,alenquer,-1.9417,-54.7383,298.51,60,40,1.03,BR,Mon Jul 29 00:24:35 2024
405,alesund,62.4723,6.1549,286.53,74,44,2.31,NO,Mon Jul 29 00:24:36 2024
406,northam,51.0333,-4.2167,283.29,82,4,2.46,GB,Mon Jul 29 00:24:37 2024
407,inhambane,-23.865,35.3833,291.14,94,20,0.0,MZ,Mon Jul 29 00:24:38 2024
408,illizi,26.4833,8.4667,303.04,21,4,4.85,DZ,Mon Jul 29 00:24:39 2024
409,waingapu,-9.6567,120.2641,302.58,67,29,6.48,ID,Mon Jul 29 00:24:40 2024
410,tralee,52.2704,-9.7026,286.0,89,99,1.74,IE,Mon Jul 29 00:24:41 2024
411,westport,41.1415,-73.3579,296.24,78,75,1.54,US,Mon Jul 29 00:24:42 2024
412,bengkulu,-3.8004,102.2655,302.45,68,41,3.3,ID,Mon Jul 29 00:24:43 2024
413,la ronge,55.1001,-105.2842,291.29,77,75,1.54,CA,Mon Jul 29 00:24:44 2024
414,tafresh,34.692,50.013,295.89,50,32,4.27,IR,Mon Jul 29 00:24:45 2024
415,keflavik,64.0049,-22.5624,285.39,100,100,5.14,IS,Mon Jul 29 00:24:46 2024
416,cambria,35.5641,-121.0808,289.35,94,36,2.4,US,Mon Jul 29 00:24:48 2024
417,zeya,53.75,127.2667,304.0,45,0,1.3,RU,Mon Jul 29 00:24:49 2024
418,sanya,18.2431,109.505,304.24,74,40,2.0,CN,Mon Jul 29 00:24:50 2024
419,cove,7.221,2.3402,295.32,91,100,1.88,BJ,Mon Jul 29 00:24:51 2024
420,sai buri,6.7013,101.6168,302.57,82,100,1.65,TH,Mon Jul 29 00:24:52 2024
421,aljezur,37.3191,-8.8033,294.84,74,46,1.42,PT,Mon Jul 29 00:24:54 2024
422,copala,16.65,-98.9833,299.98,81,76,0.34,MX,Mon Jul 29 00:24:55 2024
423,ash shafa,21.0694,40.3119,293.48,27,100,1.75,SA,Mon Jul 29 00:24:56 2024
424,ifanadiana,-21.3,47.6333,288.33,81,1,1.5,MG,Mon Jul 29 00:24:57 2024
425,portland,45.5234,-122.6762,294.78,69,31,0.89,US,Mon Jul 29 00:21:37 2024
426,mhamid,29.82,-5.72,303.9,14,6,1.96,MA,Mon Jul 29 00:25:00 2024
427,rongelap,11.1635,166.8941,301.53,73,43,4.55,MH,Mon Jul 29 00:25:01 2024
428,vernon,50.2581,-119.2691,297.89,41,79,2.57,CA,Mon Jul 29 00:25:02 2024
429,almeirim,-1.5233,-52.5817,297.02,77,29,1.53,BR,Mon Jul 29 00:25:03 2024
430,smithers,54.7804,-127.1743,287.33,100,100,2.06,CA,Mon Jul 29 00:25:04 2024
431,nadi,-17.8,177.4167,299.15,53,40,3.6,FJ,Mon Jul 29 00:25:05 2024
432,eastham,41.8301,-69.9739,291.45,96,100,5.36,US,Mon Jul 29 00:25:07 2024
433,ovalle,-30.5983,-71.2003,287.0,56,3,0.44,CL,Mon Jul 29 00:24:45 2024
434,jefferson city,38.5767,-92.1735,299.14,89,0,2.57,US,Mon Jul 29 00:21:57 2024
435,kollo,13.3043,2.339,298.39,77,100,3.47,NE,Mon Jul 29 00:25:10 2024
436,forio,40.7342,13.8646,300.11,86,23,2.6,IT,Mon Jul 29 00:25:11 2024
437,turpan,42.9333,89.1667,316.19,11,28,3.53,CN,Mon Jul 29 00:25:13 2024
438,pagar alam,-4.0167,103.2667,302.4,52,82,1.59,ID,Mon Jul 29 00:25:14 2024
439,belyy yar,53.6039,91.3903,301.09,65,20,4.0,RU,Mon Jul 29 00:25:15 2024
440,tidjikja,18.5564,-11.4271,304.05,38,5,5.88,MR,Mon Jul 29 00:25:16 2024
441,port macquarie,-31.4333,152.9167,289.2,46,74,2.24,AU,Mon Jul 29 00:25:17 2024
442,port douglas,-16.4833,145.4667,296.14,72,87,7.66,AU,Mon Jul 29 00:25:18 2024
443,corner brook,48.9667,-57.9484,292.24,94,3,2.89,CA,Mon Jul 29 00:21:18 2024
444,taos,36.4072,-105.5731,292.37,34,0,4.12,US,Mon Jul 29 00:25:20 2024
445,mary,37.0,62.5,307.55,17,1,7.15,TM,Mon Jul 29 00:25:21 2024
446,az zawr,29.4425,48.2747,310.34,40,91,10.4,KW,Mon Jul 29 00:25:22 2024
447,malpica,43.3228,-8.8105,292.58,99,80,3.67,ES,Mon Jul 29 00:25:23 2024
448,uglegorsk,49.0833,142.0333,290.8,98,100,3.72,RU,Mon Jul 29 00:25:24 2024
449,warri,5.5167,5.75,296.71,93,100,2.0,NG,Mon Jul 29 00:25:25 2024
450,demidov,55.2706,31.515,285.43,90,91,6.09,RU,Mon Jul 29 00:25:27 2024
451,sa'dah,16.9402,43.7639,295.58,64,100,1.96,YE,Mon Jul 29 00:25:28 2024
452,kuantan,3.8077,103.326,303.21,70,20,1.54,MY,Mon Jul 29 00:25:29 2024
453,cholet,47.1667,-1.0,292.18,77,37,4.28,FR,Mon Jul 29 00:25:30 2024
454,ndibene dahra,15.3338,-15.4766,298.5,76,59,3.62,SN,Mon Jul 29 00:25:31 2024
455,soio,-6.1349,12.3689,293.26,86,79,1.69,AO,Mon Jul 29 00:25:32 2024
456,ambodifotatra,-16.9833,49.85,293.4,82,0,3.21,MG,Mon Jul 29 00:25:34 2024
457,phalodi,27.1333,72.3667,308.05,54,100,3.57,IN,Mon Jul 29 00:25:35 2024
458,abepura,-2.6333,140.5833,305.6,58,20,2.06,ID,Mon Jul 29 00:25:36 2024
459,urengoy,65.9667,78.3667,298.6,49,84,7.01,RU,Mon Jul 29 00:25:37 2024
460,labytnangi,66.6572,66.4183,290.41,82,100,8.4,RU,Mon Jul 29 00:25:38 2024
461,carauari,-4.8828,-66.8958,298.74,64,75,0.77,BR,Mon Jul 29 00:25:39 2024
462,margarita belen,-27.2616,-58.9722,287.12,92,100,5.4,AR,Mon Jul 29 00:25:41 2024
463,cidreira,-30.1811,-50.2056,288.3,98,100,6.78,BR,Mon Jul 29 00:25:42 2024
464,troitskoye,52.9821,84.6757,297.85,61,52,2.32,RU,Mon Jul 29 00:25:43 2024
465,kapa'a,22.0752,-159.319,299.33,75,100,6.69,US,Mon Jul 29 00:25:44 2024
466,khovd,48.0056,91.6419,301.48,26,81,1.9,MN,Mon Jul 29 00:25:45 2024
467,okhotsk,59.3833,143.3,289.79,63,10,4.29,RU,Mon Jul 29 00:25:46 2024
468,kharp,66.8014,65.8081,291.2,77,100,6.17,RU,Mon Jul 29 00:25:47 2024
469,tarashcha,49.5583,30.4926,289.15,72,59,5.77,UA,Mon Jul 29 00:25:48 2024
470,manaure,11.7751,-72.4445,300.3,76,3,6.51,CO,Mon Jul 29 00:25:49 2024
471,nakamura,32.9833,132.9333,309.53,36,95,4.01,JP,Mon Jul 29 00:25:50 2024
472,bogandinskiy,56.8937,65.8938,288.3,73,100,3.16,RU,Mon Jul 29 00:25:51 2024
473,saint-joseph,-21.3667,55.6167,295.08,68,5,1.7,RE,Mon Jul 29 00:25:52 2024
474,tabou,4.423,-7.3528,297.25,88,99,5.38,CI,Mon Jul 29 00:25:54 2024
475,esmoriz,40.9577,-8.6275,294.21,80,47,2.1,PT,Mon Jul 29 00:25:55 2024
476,leava,-14.3,-178.1667,298.55,57,12,9.88,WF,Mon Jul 29 00:25:56 2024
477,curanilahue,-37.4667,-73.35,275.99,51,1,1.66,CL,Mon Jul 29 00:25:57 2024
478,mammoth lakes,37.6485,-118.9721,288.29,37,0,2.06,US,Mon Jul 29 00:25:58 2024
479,jacarei,-23.3053,-45.9658,289.96,60,0,0.35,BR,Mon Jul 29 00:25:59 2024
480,argos,37.6333,22.7333,299.14,42,0,2.1,GR,Mon Jul 29 00:26:00 2024
481,namibe,-15.1961,12.1522,288.53,89,28,2.58,AO,Mon Jul 29 00:26:01 2024
482,menomonie,44.8755,-91.9193,295.78,100,75,2.57,US,Mon Jul 29 00:26:02 2024
483,quezon,7.7303,125.0989,302.67,68,93,1.44,PH,Mon Jul 29 00:26:03 2024
484,keelung,25.1283,121.7419,307.09,71,38,7.62,TW,Mon Jul 29 00:26:04 2024
485,la gi,10.6667,107.7833,302.03,74,100,4.11,VN,Mon Jul 29 00:26:05 2024
486,karratha,-20.7377,116.8463,299.89,18,1,5.89,AU,Mon Jul 29 00:26:06 2024
487,crane,31.3974,-102.3501,301.71,48,0,10.56,US,Mon Jul 29 00:26:07 2024
488,armacao de buzios,-22.7469,-41.8817,295.18,94,0,7.35,BR,Mon Jul 29 00:21:58 2024
489,nuku'alofa,-21.1333,-175.2,295.34,60,20,5.66,TO,Mon Jul 29 00:26:10 2024
490,sombrerete,23.6333,-103.65,291.03,58,74,2.03,MX,Mon Jul 29 00:26:11 2024
491,lauttasaari,60.1594,24.8753,292.59,78,0,8.94,FI,Mon Jul 29 00:26:12 2024
492,rufino,-34.2683,-62.7126,277.93,41,48,3.29,AR,Mon Jul 29 00:26:13 2024
493,guanica,17.9716,-66.908,300.03,69,100,3.16,PR,Mon Jul 29 00:26:14 2024
494,yorkton,51.2167,-102.4677,292.06,72,0,2.57,CA,Mon Jul 29 00:21:40 2024
495,funafuti,-8.5243,179.1942,303.15,74,75,8.23,TV,Mon Jul 29 00:26:16 2024
496,okha,53.5739,142.9478,285.09,90,100,6.92,RU,Mon Jul 29 00:26:17 2024
497,walvis bay,-22.9575,14.5053,282.09,100,0,3.6,NA,Mon Jul 29 00:26:18 2024
498,chajari,-30.7505,-57.9796,284.45,60,100,5.2,AR,Mon Jul 29 00:26:19 2024
499,burang,30.25,81.1667,289.65,56,12,0.86,CN,Mon Jul 29 00:26:20 2024
500,sisimiut,66.9395,-53.6735,276.57,96,100,16.15,GL,Mon Jul 29 00:26:22 2024
501,sao paulo de olivenca,-3.3783,-68.8725,297.62,75,39,0.82,BR,Mon Jul 29 00:26:23 2024
502,ciudad del este,-25.5167,-54.6167,291.49,94,100,4.12,PY,Mon Jul 29 00:26:25 2024
503,bardai,11.65,7.2333,293.2,96,100,4.67,NG,Mon Jul 29 00:26:27 2024
504,xiva,41.3783,60.3639,298.14,19,96,7.8,UZ,Mon Jul 29 00:26:28 2024
505,xai-xai,-25.0519,33.6442,293.51,72,75,7.59,MZ,Mon Jul 29 00:26:29 2024
506,gisborne,-38.6533,178.0042,286.82,72,100,3.41,NZ,Mon Jul 29 00:26:30 2024
507,santa vitoria do palmar,-33.5189,-53.3681,280.57,72,33,3.78,BR,Mon Jul 29 00:26:31 2024
508,laojunmiao,39.8333,97.7333,300.13,23,0,6.65,CN,Mon Jul 29 00:26:33 2024
509,kerimaki,61.9167,29.2833,291.12,94,0,2.57,FI,Mon Jul 29 00:26:34 2024
510,trevelin,-43.0858,-71.4639,269.86,85,39,1.35,AR,Mon Jul 29 00:26:35 2024
511,moyynkum,44.2914,72.9469,305.92,18,2,2.95,KZ,Mon Jul 29 00:26:36 2024
512,nisia floresta,-6.0911,-35.2086,297.6,95,33,3.16,BR,Mon Jul 29 00:26:37 2024
513,kavaratti,10.5669,72.642,301.48,83,100,10.45,IN,Mon Jul 29 00:26:38 2024
514,santo antonio do ica,-3.1022,-67.9397,298.24,77,71,0.99,BR,Mon Jul 29 00:26:39 2024
515,iwanai,42.9744,140.5089,295.94,99,100,1.65,JP,Mon Jul 29 00:26:40 2024
516,sinop,41.7711,34.8709,287.39,56,0,1.45,TR,Mon Jul 29 00:26:41 2024
517,arias,-33.6441,-62.4027,279.59,40,65,2.77,AR,Mon Jul 29 00:26:42 2024
518,cartagena del chaira,1.3349,-74.8429,294.75,99,61,0.38,CO,Mon Jul 29 00:26:43 2024
519,moose jaw,50.4001,-105.5344,291.29,72,75,2.57,CA,Mon Jul 29 00:26:44 2024
520,kapuskasing,49.4169,-82.4331,295.2,64,75,4.12,CA,Mon Jul 29 00:26:45 2024
521,dakhla,23.6848,-15.958,292.23,95,9,7.61,EH,Mon Jul 29 00:26:48 2024
522,huizhou,23.0833,114.4,302.46,80,89,4.45,CN,Mon Jul 29 00:26:49 2024
523,north bend,43.4065,-124.2243,289.96,96,35,0.53,US,Mon Jul 29 00:23:48 2024
524,tokar,18.4254,37.729,306.16,44,100,9.48,SD,Mon Jul 29 00:26:51 2024
525,canandaigua,42.8742,-77.288,293.9,81,56,2.48,US,Mon Jul 29 00:25:34 2024
526,princeville,45.7668,-61.2985,291.91,73,0,5.14,CA,Mon Jul 29 00:26:53 2024
527,caldwell,43.6629,-116.6874,299.35,40,0,1.54,US,Mon Jul 29 00:26:54 2024
528,lamu,-2.2717,40.902,297.76,85,72,6.08,KE,Mon Jul 29 00:26:55 2024
529,perols,43.5631,3.952,295.7,68,0,1.03,FR,Mon Jul 29 00:26:56 2024
530,fecamp,49.7579,0.3746,289.64,90,0,4.4,FR,Mon Jul 29 00:26:57 2024
531,panamaram,11.7404,76.0738,294.07,99,100,2.51,IN,Mon Jul 29 00:26:59 2024
532,schrozberg,49.3453,9.9794,285.51,89,21,2.1,DE,Mon Jul 29 00:27:00 2024
533,pudasjarvi,65.3833,26.9167,286.81,84,100,2.64,FI,Mon Jul 29 00:27:01 2024
534,greymouth,-42.4667,171.2,284.55,93,100,5.51,NZ,Mon Jul 29 00:27:02 2024
535,augusto correa,-1.0217,-46.635,296.48,98,0,2.77,BR,Mon Jul 29 00:27:03 2024
536,rio preto da eva,-2.6994,-59.6997,297.32,65,15,0.98,BR,Mon Jul 29 00:27:04 2024
537,itoman,26.1247,127.6694,306.36,70,40,6.69,JP,Mon Jul 29 00:27:05 2024
538,firmat,-33.4594,-61.4832,278.66,44,44,3.32,AR,Mon Jul 29 00:25:39 2024
539,quellon,-43.1167,-73.6167,277.33,79,88,2.51,CL,Mon Jul 29 00:27:07 2024
540,antalaha,-14.9003,50.2788,292.75,77,8,2.23,MG,Mon Jul 29 00:27:08 2024
541,konarka,19.9,86.1167,303.37,95,100,2.51,IN,Mon Jul 29 00:27:09 2024
542,villanueva,15.3167,-88.0,299.84,88,75,3.09,HN,Mon Jul 29 00:27:10 2024
543,dusti,37.3481,68.664,310.18,15,0,1.77,TJ,Mon Jul 29 00:27:11 2024
544,stornoway,58.2093,-6.3865,288.13,86,93,8.75,GB,Mon Jul 29 00:27:13 2024
